# Clustering,betweenness_centrality,no. of neighbours,Avg neighbor degree,closeness_centrality,degree_centrality,load_centrality,harmonic_centrality,pagerank,NULL,GaussianSimilarity
0.2924901185770751, 0.007507495820787569, 23.0, 20.347826086956523, 0.32707310026004044, 0.020318021201413426, 0.007405274058164089, 401.49999999999915, 0.0020496677120602183, 0.0, 0.9996129522006536
0.22758620689655173, 0.008363102947366158, 30.0, 23.333333333333332, 0.3497065183812172, 0.026501766784452298, 0.00808924247477647, 431.733333333328, 0.0022458842293395166, 0.0, 0.9224197617071109
0.19630156472261737, 0.01018942047576352, 38.0, 25.236842105263158, 0.3666990605766116, 0.03356890459363958, 0.009492391802594185, 452.3999999999915, 0.0027268196308997805, 0.0, 0.9110585698771713
0.26406926406926406, 0.005032276629236902, 22.0, 21.5, 0.3266955266955267, 0.019434628975265017, 0.004743282582541798, 399.11666666666605, 0.001727678608983813, 0.0, 0.9981283434620717
0.08888888888888889, 0.0013481749426585538, 10.0, 20.5, 0.31549609810479373, 0.0088339222614841, 0.0014518122517952132, 379.50000000000034, 0.0008455030445311813, 0.0, 1.0
0.21904761904761905, 0.003150928500621051, 21.0, 20.428571428571427, 0.3296447291788002, 0.018551236749116608, 0.0031939289081081156, 402.1499999999988, 0.0015919945588248735, 0.0, 0.9998560242477025
0.13846153846153847, 0.01258505091442835, 26.0, 18.884615384615383, 0.33650416171224734, 0.022968197879858657, 0.012464145525149796, 413.66666666666407, 0.002192913529660412, 0.0, 0.9999875850730493
0.4642857142857143, 0.0006021188230099114, 8.0, 19.375, 0.2899590163934426, 0.007067137809187279, 0.0006153770340236218, 347.1833333333345, 0.0007244464253297192, 0.0, 0.9986112413629861
0.3382352941176471, 0.003469790560126041, 17.0, 31.764705882352942, 0.3370050610300685, 0.015017667844522967, 0.0033739671266386057, 412.18333333333067, 0.0013081310208668414, 0.0, 0.9105149793358556
0.11290322580645161, 0.010695003829980888, 32.0, 17.53125, 0.32830626450116007, 0.028268551236749116, 0.010608732541646314, 409.183333333332, 0.0026561447144534994, 0.0, 0.999999311290304
0.21578947368421053, 0.004118298636384025, 20.0, 23.0, 0.3368045224635525, 0.0176678445229682, 0.0041660267044386756, 410.1999999999977, 0.001559075821711105, 0.0, 0.9322835734782067
0.2875816993464052, 0.0026791056613123146, 18.0, 18.833333333333332, 0.30954334153677876, 0.015901060070671377, 0.0027722334082187798, 377.616666666668, 0.00142361557807974, 0.0, 0.9996327894152852
0.16, 0.014128171993531334, 25.0, 21.88, 0.347239263803681, 0.022084805653710248, 0.014067023403538471, 426.63333333332855, 0.002035142140360336, 0.0, 0.9866322593175821
0.08888888888888889, 0.012620451155818408, 36.0, 13.472222222222221, 0.3218652260449247, 0.03180212014134275, 0.012582464347815856, 401.8833333333332, 0.0030892034944525557, 0.0, 1.0
0.17543859649122806, 0.004901096154184496, 19.0, 21.68421052631579, 0.3322571176988553, 0.01678445229681979, 0.004929105311271151, 405.2333333333318, 0.0015139694580437093, 0.0, 0.9939297905479191
0.14588235294117646, 0.017842922172167586, 51.0, 22.098039215686274, 0.3466013472137171, 0.045053003533568906, 0.016848223627281552, 438.99999999999443, 0.003580479915951419, 0.0, 0.9762478491415919
0.23809523809523808, 0.0007754115929994389, 7.0, 17.285714285714285, 0.27957520375401335, 0.006183745583038869, 0.0008145801853253085, 336.69999999999976, 0.0007342752256037961, 0.0, 0.999804131535154
0.33986928104575165, 0.0025933903662088906, 18.0, 23.38888888888889, 0.32519390979603563, 0.015901060070671377, 0.0024528322302736997, 395.3833333333326, 0.0014372260332886425, 0.0, 0.9207457202892325
0.15873015873015872, 0.006839009547402535, 28.0, 20.928571428571427, 0.3416842740718382, 0.024734982332155476, 0.006492920626608567, 420.7666666666629, 0.0022305216499390254, 0.0, 0.9999679821146202
